Pair,Strategy,Total Return (%),Win Rate (%),Sharpe Ratio,Max Drawdown (%),Total Trades,Final Capital,Avg Win (%),Avg Loss (%),Score
EURGBP,Stochastic,18.217504447972495,92.3076923076923,0.7607367482611209,3.2901336894519786,13,11821.75044479725,1.6732602994790777,-3.3098046760830337,41.928650216217505
GBPAUD,SMA Crossover,17.704887361671318,57.14285714285714,0.4072225866983957,6.071123584814177,7,11770.488736167132,6.718134250693764,-3.077773790597703,27.08281323754679
EURGBP,Price Action,17.65846443880957,72.22222222222221,0.42895504926545186,4.457645720119853,18,11765.846443880957,1.6655650921545848,-1.0566795346848488,32.12807379082104
USDCAD,MACD,17.260012539855214,42.30769230769231,0.22908109145325878,3.963767983392294,26,11726.001253985522,2.6014015693062844,-0.8156037696588091,21.094370026103906
GBPUSD,EMA Crossover,17.05801803901182,57.14285714285714,0.5049438347903544,5.9534941172973515,7,11705.801803901182,5.662350041109831,-2.04335658782802,27.824803882905947
EURGBP,Bollinger Bands,16.451172923753273,100.0,1.3363714116311414,0.0,5,11645.117292375327,3.0986533200952207,0.0,49.94418328581273
EURCAD,Bollinger Bands,16.242060044341304,80.0,0.9363221690542072,1.7986520035995768,5,11624.20600443413,4.315492239455883,-1.8184721383992168,39.50031530755867
GBPUSD,ADX Trend,16.1625598978967,41.66666666666667,0.31805090113267254,5.619213779201926,12,11616.25598978967,4.755146167899369,-1.1393784427604907,21.02169021464502
GBPAUD,RSI Mean Reversion,15.411501124177812,100.0,1.9950678055996809,0.0,5,11541.150112417781,2.8981600602454183,0.0,56.11527850566794
GBPAUD,Bollinger Bands,15.221998965068195,80.0,1.317067098991014,0.7922423934560175,5,11522.19989650682,3.799769151931125,-0.8121631692166719,43.101022097246215
GBPAUD,ADX Trend,14.970836682141034,36.36363636363637,0.29670736391815244,4.384938974008073,11,11497.083668214103,6.488655985815194,-1.5773531211529204,18.987511426327234
CADJPY,Stochastic,13.286769401587081,75.0,0.35156579777529784,5.369403234568111,12,11328.676940158708,2.673475030086753,-3.7325633059924677,30.25648509147419
USDJPY,EMA Crossover,13.270737912687455,25.0,0.24704072159112983,4.9188743813982905,8,11327.073791268745,13.040175908967724,-1.9619767757633264,14.294927504706624
GBPUSD,Bollinger Bands,12.328311368635259,100.0,2.1940243189557105,0.0,4,11232.831136863526,2.93752762470579,0.0,56.871567737011205
GBPAUD,Stochastic,11.418369252771354,75.0,0.64489501600665,3.0100404373211327,8,11141.836925277135,2.327798046622512,-1.532717944118604,32.91428977371081
GBPAUD,EMA Crossover,10.645994797239819,33.33333333333333,0.20570827677180498,8.050314677810126,12,11064.599479723982,6.662549172501505,-1.9468113959797408,14.705417751051952
EURJPY,EMA Crossover,10.306747458638801,30.0,0.23195012849904098,4.538077354783509,10,11030.67474586388,6.694211939945558,-1.3479810233399783,14.534584797489229
AUDUSD,EMA Crossover,9.686871762825595,20.0,0.16668998063711923,7.006502865381808,10,10968.68717628256,11.52040619206932,-1.4987019654010905,10.140347938425068
USDCAD,Bollinger Bands,9.635144057539547,100.0,4.176357521790509,0.0,3,10963.514405753955,3.096103297476583,0.0,75.6176328409209
EURUSD,MACD,9.516795466329258,31.57894736842105,0.12317779104135436,11.084530553186369,19,10951.679546632926,5.786205415779392,-1.8599431258209818,12.295274196834288
AUDUSD,ADX Trend,9.371908387088789,13.333333333333334,0.12940600839982183,9.75058879725184,15,10937.190838708879,12.272740952936239,-1.0622552217555947,7.092705679383366
EURJPY,Price Action,9.040764026818925,57.89473684210527,0.2540066728918228,5.150857980217511,19,10904.076402681892,1.6468308931155378,-1.1898636978772297,22.494621796233872
USDJPY,ADX Trend,8.963173348217623,20.0,0.18523147653638158,6.973748550557252,10,10896.317334821762,10.391712755540404,-1.3861508553170432,10.042834394539415
AUDUSD,Multi-Indicator,8.836084995074216,33.33333333333333,0.2218805753127565,6.736112786817958,6,10883.608499507422,9.824147899164242,-2.4291964221889786,14.406017193793659
EURCAD,Stochastic,8.342543635904804,63.63636363636363,0.42669469875516325,3.100631900191307,11,10834.25436359048,1.5969569784767788,-0.8001345839049552,26.074747152784386
AUDUSD,SMA Crossover,8.319321924880315,37.5,0.17929938766216633,7.281449934279408,8,10831.932192488031,6.798580599477881,-2.1875906860598513,14.914432659717907
EURUSD,EMA Crossover,8.221291739659938,33.33333333333333,0.20250464431364884,9.40782429108232,9,10822.129173965994,6.237900578275981,-1.664197066836758,13.431998280783999
GBPUSD,MACD,7.214667141758564,42.30769230769231,0.11828669390594339,7.611514685431805,26,10721.466714175856,2.409944231477043,-1.2912197358693094,15.238738550984191
AUDJPY,RSI Mean Reversion,6.960170847898553,75.0,1.0099343986107419,0.2598899494332545,4,10696.017084789855,2.346592609725771,-0.2798639604383112,35.33143433538019
EURCAD,Price Action,6.694797042961345,75.0,0.19984077674506406,7.8933697325706556,16,10669.479704296135,1.3364308545347292,-2.3825133268110923,25.597652638121048
AUDJPY,SMA Crossover,4.86632536716419,50.0,0.22163390958872356,5.327949571284204,6,10486.632536716419,3.5822908528956305,-1.8913045904215278,18.09727932849607
CADJPY,RSI Mean Reversion,3.8105484457945566,60.0,0.2439931219453893,4.918267961573748,5,10381.054844579456,3.097906416473817,-2.690068329036944,20.980497005456968
EURJPY,Stochastic,3.5229253421562494,60.0,0.13422222976829362,7.84168246650986,10,10352.292534215625,2.143263230653222,-2.304215128691213,19.183055941243467
AUDJPY,ADX Trend,2.498185545466622,15.789473684210526,0.05964481037297952,4.727614016980396,19,10249.818554546662,4.139799108568161,-0.6170866141272116,5.387041623783523
AUDUSD,Bollinger Bands,1.9847721570436807,50.0,0.22489186636610836,1.9987045865954531,6,10198.477215704368,1.5740280598155882,-0.9379197797079056,17.643086609159468
EURGBP,MACD,1.7717430474241882,30.434782608695656,0.03633501802195056,6.851857193918039,23,10177.174304742419,2.9776159470711874,-1.1869146490824112,8.83211074301427
AUDJPY,MACD,1.199860952066174,34.78260869565217,0.02499123839596688,7.21806541497279,23,10119.986095206617,2.4153922558353695,-1.198706010329456,9.72102629048723
AUDUSD,RSI Mean Reversion,0.621283174678374,80.0,0.0588656684280841,3.8993449790509773,5,10062.128317467837,1.1395462114221113,-3.918955044553072,24.057300958341997
AUDJPY,Multi-Indicator,0.5738445605548986,33.33333333333333,0.03816066291486182,5.3279495712842,6,10057.38445605549,4.640734536575161,-2.093254330837947,9.545554539113734
EURJPY,ADX Trend,0.19442236917730044,17.647058823529413,0.005770307100091548,7.465186618696444,17,10019.44223691773,4.0577555883045315,-0.8552079009761415,3.93655234199137
CADJPY,Bollinger Bands,-0.07564094755571205,57.14285714285714,0.014577409614600939,8.057972566778245,7,9992.435905244429,3.2712352147428416,-4.215671865855768,15.646780346625219
GBPAUD,MACD,-0.341725058950542,33.33333333333333,-0.0068576620901712295,11.695055141336258,27,9965.827494104946,2.28789522986811,-1.1642487604529919,7.455722327250817
AUDUSD,Stochastic,-0.3815513623825063,44.44444444444444,-0.013153588644181358,4.886323616151149,9,9961.84486376175,2.068508023926897,-1.712907198360763,12.071912178708287
AUDJPY,EMA Crossover,-0.6051754610184071,21.428571428571427,-0.002401120077253315,6.624578122511707,14,9939.48245389816,5.486064191972791,-1.5065719842841003,4.83757441888919
CADJPY,SMA Crossover,-0.6161803972440794,40.0,-0.014953591739668108,7.359079772539132,5,9938.381960275592,3.894374156040176,-2.6982960176142554,10.13217596919786
USDJPY,Bollinger Bands,-1.4016335549403265,66.66666666666666,-0.01255149821018912,13.276219364044042,6,9859.836644505967,3.2828452541765865,-6.788762663229938,16.658587723113165
AUDUSD,Price Action,-1.8015242239014697,50.0,-0.056194677268581766,5.74363390598417,14,9819.847577609853,1.5944072323142235,-1.8438878425554033,12.56871675655676
EURJPY,Bollinger Bands,-2.154542254747812,33.33333333333333,-0.18293067916574543,6.232047724157265,3,9784.545774525219,4.328071617122099,-3.1771889392642394,6.062466761611965
EURCAD,MACD,-2.4869109456994374,36.0,-0.04450017639824628,9.365046458906429,25,9751.308905430056,2.228495760775898,-1.4054188544430384,7.487224565956475
EURJPY,MACD,-2.836682106242788,25.0,-0.03977408994072205,8.414596278873498,24,9716.331789375721,3.159008429482094,-1.194282123899975,4.284667002320964
CADJPY,EMA Crossover,-3.417105251213907,30.0,-0.17608972056810643,5.407267316890956,10,9658.28947487861,2.375381289997811,-1.5146926224504502,4.790807230455181
CADJPY,Multi-Indicator,-3.507038340044091,20.0,-0.2463686462999184,7.694807346605575,5,9649.29616599559,4.516418926489118,-1.9944786064043127,0.5945367316620647
EURUSD,Bollinger Bands,-3.6103564658586587,50.0,-0.12396801102470682,11.616205902503845,6,9638.964353414134,3.3477659605440224,-4.420275108178369,9.992936122908699
EURUSD,Multi-Indicator,-3.741904687574788,16.666666666666664,-0.16107444320547676,10.448068093672243,6,9625.809531242521,7.4678259430191405,-2.2002624406222306,-0.1971199258191323
CADJPY,MACD,-4.732817470055652,33.33333333333333,-0.11081841004215819,8.926780717706723,21,9526.718252994435,2.110936590709903,-1.3995270409191864,5.21333276801481
EURCAD,Multi-Indicator,-4.911110540706104,33.33333333333333,-0.37641362939460576,6.1047482052796935,6,9508.88894592939,1.7044177266810192,-2.0987464685342925,3.0504698487155606
CADJPY,Price Action,-4.9398177215589385,71.42857142857143,-0.10640538206135722,11.795047344895309,14,9506.018227844106,1.3580316410009174,-4.554900449903252,16.02958105035522
EURUSD,ADX Trend,-5.438922589497851,15.384615384615385,-0.10522942392955326,15.843085944827568,13,9456.107741050215,6.095096727920152,-1.5633753647639481,-1.7810958486755717
EURCAD,SMA Crossover,-5.6225955231308395,28.57142857142857,-0.2157795500182388,7.961124172092641,7,9437.740447686916,3.8064051187252494,-2.612482270550097,2.5723700275753187
GBPJPY,RSI Mean Reversion,-6.404433639735762,50.0,-0.20193572604014676,14.292916788520305,6,9359.556636026424,3.3762036261435893,-5.36173914102033,7.560285926000168
USDJPY,MACD,-6.666326338775506,31.818181818181817,-0.11499162859774956,13.337827937703683,22,9333.36736612245,2.655832010667868,-1.679094280490077,3.06144213642611
CADJPY,ADX Trend,-7.097320122650254,10.0,-0.3450559444531432,10.845416693958313,10,9290.267987734975,4.183622093982643,-1.2769837229664824,-5.458570832383197
GBPJPY,Stochastic,-7.131111632461234,45.45454545454545,-0.2633370382874382,10.600046837562111,11,9286.888836753877,1.5803885857440607,-2.5242575284314355,6.0305392329923375
EURCAD,EMA Crossover,-7.468950059197195,25.0,-0.3051715356892878,8.708179580161685,12,9253.10499408028,2.772450583402795,-1.7811571129643484,-0.28093129660409355
EURGBP,SMA Crossover,-7.493127795603886,37.5,-0.4547140332737283,7.84096853747658,8,9250.687220439611,1.0849946565758941,-2.1966229312425476,2.1374148415258474
EURGBP,ADX Trend,-7.643612249416309,19.047619047619047,-0.1880066445009006,11.023061484821183,21,9235.638775058369,2.906778620332835,-1.1506655253726754,-1.427837927454052
AUDUSD,MACD,-7.666949863732044,32.0,-0.13277238916069745,11.434328104489918,25,9233.305013626796,2.34719095645615,-1.5626004129653388,2.9186305420022234
EURJPY,RSI Mean Reversion,-7.793993578091722,0.0,-2.073533922800602,7.793993578091722,3,9220.600642190828,0.0,-2.6796859366910226,-25.411735374861053
GBPJPY,Bollinger Bands,-7.995720011296871,50.0,-0.27885759105802665,13.734564686678183,6,9200.427998870313,2.9095915728884223,-5.488083802349256,6.2662231475653485
EURGBP,EMA Crossover,-8.120286415867213,23.076923076923077,-0.2491815925480935,11.458040060836034,13,9187.971358413279,3.092277380748255,-1.7560934656285823,-1.1084615809181044
EURUSD,RSI Mean Reversion,-8.178647943983615,50.0,-0.344649121617282,11.230083554278568,6,9182.135205601639,1.6788469659908098,-4.382268702838482,6.03603289537802
EURUSD,SMA Crossover,-8.36883275070857,14.285714285714285,-0.36440946594054574,12.620955239009826,7,9163.116724929143,6.53178326738662,-2.4968434920493587,-5.230104521776565
GBPJPY,ADX Trend,-8.865538596445912,25.0,-0.7558656877469921,9.29382002890769,8,9113.446140355409,0.5971340055251417,-1.7477884615481287,-5.463636321829824
GBPJPY,MACD,-8.898415445365645,36.84210526315789,-0.32331110683777375,8.919275713295374,19,9110.158455463436,0.9978830898928637,-1.3696270622183597,2.4762991897642967
EURCAD,ADX Trend,-8.966362545893809,14.285714285714285,-0.46406007525999987,9.340337059381664,21,9103.36374541062,1.5478072643681848,-0.7962425151505106,-5.809498897119569
EURGBP,Multi-Indicator,-8.993558523511219,42.857142857142854,-0.5249037046229852,9.52459206528817,7,9100.644147648878,1.2140607889825157,-3.229303316092069,2.1057639884508825
USDJPY,RSI Mean Reversion,-9.396521121534569,66.66666666666666,-0.2402211814841624,18.430586815861016,6,9060.347887846543,2.64658062614518,-9.665265981164563,10.153062373372341
GBPJPY,Multi-Indicator,-11.061154901616028,0.0,-2.6893359328478716,11.061154901616028,5,8893.884509838397,0.0,-2.333062232057641,-33.53005226944833
EURUSD,Stochastic,-11.532068938933916,55.55555555555556,-0.27780501642817007,18.53112807862166,9,8846.793106106608,2.1723877674496777,-5.559781608013898,5.5695633110870695
GBPJPY,SMA Crossover,-12.396424665903522,0.0,-1.8301645527905621,12.396424665903522,7,8760.357533409648,0.0,-1.8873050773418376,-25.739500327447733
USDJPY,Stochastic,-13.095937265643043,50.0,-0.4324654905848475,15.503653337969581,10,8690.406273435696,1.09001922098418,-3.8149352258646645,2.336239520300391
GBPJPY,Price Action,-13.310369983957242,50.0,-0.2936436270633663,16.253269391511722,20,8668.963001604276,0.9568900945246606,-2.3613789026541623,3.4887618574810952
USDJPY,Price Action,-14.362230168032383,30.0,-0.43518426512155645,17.95377572911815,10,8563.776983196762,2.223092069333139,-3.0918643322916224,-4.687489864252148
GBPJPY,EMA Crossover,-15.768548909666352,15.384615384615385,-0.9536617800328129,15.768548909666352,13,8423.145109033365,1.1696975551021114,-1.7745260507066158,-14.382362530743327
EURUSD,Price Action,-16.31937169733479,58.333333333333336,-0.41322581967573535,20.212750839990058,12,8368.06283026652,1.2975336972568468,-5.252951607328522,2.797442956310717
